date,Article Headline,Article URL,Article Text,overall_sentiment_score,overall_sentiment_label,Stock Open,Stock Close,Stock High,Stock Low,volume,num_trades,adj_close
2022-03-01,"US stocks fall, oil tops $105 as Ukraine crisis rattles markets",https://www.aljazeera.com/economy/2022/3/1/us-stocks-fall-oil-tops-105-as-ukraine-crisis-rattles-markets,"A surge in oil sent shivers through risky assets Tuesday, reversing an early recovery in American stocks and sending some European markets down 4%. Bonds rallied amid concern about the impact of war on global economies, with 10-year U.S. yields posting their worst four-day drop since December.",-0.27746,Somewhat-Bearish,164.695,163.2,166.6,161.97,79455454.0,701957.0,164.167482
2022-03-02,"Rich Russians turn to luxury jewellery, watches to shield savings",https://www.aljazeera.com/economy/2022/3/2/rich-russians-turn-to-luxury-jewellery-watches-to-shield-savings,"With sanctions on Russia sending the ruble plunging and keeping stock markets shuttered, the country's wealthy are turning to luxury jewelry and watches in a bid to preserve the value of their savings.",-0.118323,Neutral,164.39,166.56,167.36,162.95,76135254.0,631927.0,165.810466
2022-03-03,Are You an Investor Needing Some Calm Guidance?,https://www.fool.com/investing/2022/03/03/are-you-an-investor-needing-some-calm-guidance/,Read this.,-0.04104,Neutral,168.47,166.23,168.91,165.55,73779442.0,622341.0,166.927454
2022-03-04,Marvell's  ( MRVL )  Q4 Earnings and Revenues Surpass Estimates,https://www.zacks.com/stock/news/1877623/marvells-mrvl-q4-earnings-and-revenues-surpass-estimates,Marvell's (MRVL) Q4 top and bottom lines reflect solid demand for its chip in the data center end market and contributions from all other end markets.,0.136708,Neutral,164.49,163.17,165.55,162.1,80761684.0,710586.0,163.402599
2022-03-07,EPAM Shares Continue to Fall on Ukraine Crisis & Russia Exit,https://www.zacks.com/stock/news/1878525/epam-shares-continue-to-fall-on-ukraine-crisis-russia-exit,EPAM Systems' (EPAM) share price has plunged significantly in the last two weeks on growing concerns over business disruptions amid the ongoing war between Russia and Ukraine.,-0.046687,Neutral,163.36,159.3,165.02,159.04,92893526.0,803961.0,161.40379
2022-03-08,"This Steel Company Has A Better 1-Year Return Than Tesla, Ford, Apple, Microsoft And Amazon",https://www.benzinga.com/markets/cryptocurrency/22/03/26038927/this-steel-company-has-a-better-1-year-return-than-tesla-ford-apple-microsoft-and-amazon,"United States Steel Corporation  ( NYSE: X )  is among the largest steel producers in the world and over the past year, has produced eye-popping returns for investors.
Since March 2021, United States Steel stock's one-year return has outperformed several of the world's most popular EV and tech stock",0.054233,Neutral,158.82,157.44,162.88,155.8,126458822.0,1084485.0,158.771695
2022-03-09,Apple's  ( AAPL )  New iPad Air Integrated With Ultra-Fast M1 Chip,https://www.zacks.com/stock/news/1879717/apples-aapl-new-ipad-air-integrated-with-ultra-fast-m1-chip,Apple (AAPL) officially announces the launch of its updated iPad air with the new Apple-designed M1 chip made specifically for Mac.,-0.001206,Neutral,161.475,162.95,163.41,159.41,87920209.0,694345.0,161.949231
2022-03-10,1 Surprising Stock That's Also Looking to Get Into the Metaverse,https://www.fool.com/investing/2022/03/10/1-surprising-stock-thats-also-looking-to-get-into/,You don't need to invest in the top tech stocks to get exposure to the metaverse.,0.248724,Somewhat-Bullish,160.2,158.52,160.39,155.98,103541308.0,859530.0,158.031294
2022-03-11,3 Growth Stocks for the Next 10 Years and Beyond,https://www.fool.com/investing/2022/03/11/3-growth-stocks-for-the-next-10-years-and-beyond/,Buy them now and resist the temptation to meddle with them between now and 2032.,-0.035553,Neutral,158.93,154.73,159.28,154.5,94382406.0,847706.0,156.164846
2022-03-14,Apple Stock Alert: Will Foxconn Closure Sink iPhone Maker?,https://www.thestreet.com/investing/trading-apple-aapl-stock-foxconn-closure-covid,Apple stock is pulling back for the third straight day after news from Foxconn. Here are the support and resistance levels to know now.,0.027671,Neutral,151.45,150.62,154.12,150.1,105717687.0,936066.0,151.690522
