date,Article Headline,Article URL,Article Text,overall_sentiment_score,overall_sentiment_label,Stock Open,Stock Close,Stock High,Stock Low,volume,num_trades,adj_close
2022-03-04,'We were terrified': Block co-founder explains how the fintech giant avoided 'death by Amazon',https://www.cnbc.com/2022/03/03/how-block-square-avoided-death-by-amazon.html,"In 2014, Amazon launched a competitor to Block. The company was ""terrified,"" according to co-founder Jim McKelvey. But it didn't give up.",-0.251747,Somewhat-Bearish,176.62,172.95,176.82,170.8205,5097583.0,78380.0,172.626008
2022-03-07,"EY joins other big accounting firms exiting Russia, as more companies quit the country.",https://www.nytimes.com/2022/03/07/business/ey-accounting-russia.html,"The firm said it would sever ties with Russia, after similar announcements from KPMG and PricewaterhouseCoopers.",-0.399577,Bearish,170.13,159.13,170.755,159.08,7423792.0,112507.0,162.584052
2022-03-08,Crypto exchange boss rejects blanket ban on Russian users,https://www.investorideas.com/news/2022/cryptocurrency/03081Russian-Users.asp,"March 8, 2022  ( Investorideas.com Newswire )  One of the world's leading cryptocurrency exchanges has confirmed that it will not implement a blanket ban on Russians using its platform, unlike one of its major rivals.",-0.145506,Neutral,160.52,160.05,166.29,155.72,6740476.0,90854.0,160.656545
2022-03-09,"WarnerMedia, Major Tobacco Brands-Here Are The Companies Cutting Ties With Russia Over Ukraine Invasion",https://www.forbes.com/sites/marisadellatto/2022/03/09/warnermedia-major-tobacco-brands-here-are-the-companies-cutting-ties-with-russia-over-ukraine-invasion/,Here are all the multinationals that have taken action against Russia and Russian companies following its invasion of Ukraine.,-0.498927,Bearish,168.02,168.65,170.73,166.71,4551344.0,70611.0,168.802165
2022-03-10,"Food prices are on the rise, but you can still save money on groceries. Here are 5 ways how",https://www.cnbc.com/2022/03/10/how-to-save-money-at-the-grocery-store-as-food-prices-rise.html,Experts offer their best tips to shield yourself from sticker shock at the supermarket and recommend some free apps that will get your cash back.,0.167264,Somewhat-Bullish,165.59,169.6,170.96,164.83,3711872.0,64913.0,168.753229
2022-03-11,Buying Bitcoin Comes Under Fire In Russia-Ukraine Crisis,https://www.investors.com/news/buying-bitcoin-comes-under-fire-russia-ukraine-crisis/,Buying Bitcoin Comes Under Fire In Russia-Ukraine Crisis Investor's Business Daily,-0.11464,Neutral,171.75,167.9,172.31,167.63,2886366.0,48325.0,169.20178
2022-03-14,"Stock Market Trades Mixed As Russia-Ukraine, Concerns Over A Fed Rate Hike Stay In Spotlight",https://www.investors.com/market-trend/stock-market-today/stock-market-trades-mixed-russia-ukraine-war-stays-in-spotlight/,"Stock Market Trades Mixed As Russia-Ukraine, Concerns Over A Fed Rate Hike Stay In Spotlight Investor's Business Daily",-0.092404,Neutral,171.19,172.79,174.71,169.71,4368492.0,63413.0,172.865204
2022-03-15,Mastercard  ( MA )  Ties Up to Launch BNPL Card in Latin America,https://www.zacks.com/stock/news/1882284/mastercard-ma-ties-up-to-launch-bnpl-card-in-latin-america,Mastercard (MA) collaborates with Aplazo for introducing a virtual card equipped with BNPL facility for helping Latin American consumers pursue digital payments and that too in installments.,0.118541,Neutral,173.59,176.04,178.295,173.37,3706118.0,59678.0,175.818727
2022-03-16,What a Federal Reserve Rate Increase Means for You,https://www.nytimes.com/article/federal-reserve-rate-increase.html,"Rates on credit cards, savings accounts and different kinds of loans move when the Fed changes its benchmark rate. Here's what you need to know.",-0.110091,Neutral,179.17,180.61,182.76,176.31,4965952.0,80623.0,179.763767
2022-03-17,Mastercard  ( MA )  Extends Program Reach to Boost BNPL Presence,https://www.zacks.com/stock/news/1883612/mastercard-ma-extends-program-reach-to-boost-bnpl-presence,Mastercard (MA) adds more participants within its BNPL program in a bid to offer more consumers flexible installment payments.,0.10985,Neutral,180.18,186.97,187.71,180.06,6204810.0,94550.0,185.563537
2022-03-18,"As Offices Open and Mask Mandates Drop, Some Anxieties Set In",https://www.nytimes.com/2022/03/18/business/office-mask-mandates.html,"Using local guidelines, many companies are loosening Covid safety rules, leaving workers to navigate masking and social distancing on their own.",-0.137754,Neutral,188.69,190.72,191.0,184.84,8586590.0,74582.0,189.778793
2022-03-21,Buffett's Berkshire Hathaway is buying insurer Alleghany for $11.6 billion,https://www.cnn.com/2022/03/21/investing/berkshire-hathaway-warren-buffett-alleghany/index.html,"New York  (  CNN Business  )  It may not be the ""elephant-sized"" deal that Warren Buffett has long promised, but Berkshire Hathaway is making its biggest acquisition in years: it's buying insurer Alleghany for $11.6 billion in cash.",0.088411,Neutral,190.77,189.09,191.5,187.56,3056806.0,48445.0,189.580573
2022-03-22,The best credit cards for international travel in 2022,https://www.cnn.com/2022/03/22/cnn-underscored/money/best-credit-cards-international-travel,"CNN Underscored reviews financial products such as credit cards and bank accounts based on their overall value. We may receive a commission through the LendingTree affiliate network if you apply and are approved for a card, but our reporting is always independent and objective. Terms apply to American Express benefits and offers. Enrollment may be required for select American Express benefits and offers. Visit americanexpress.com to learn more.",0.372627,Bullish,190.5,191.33,194.35,190.06,2943329.0,52782.0,191.7352
2022-03-23,"Clear Secure, Inc.  ( YOU )  Q4 2021 Earnings Call Transcript",https://www.fool.com/earnings/call-transcripts/2022/03/23/clear-secure-inc-you-q4-2021-earnings-call-transcr/,"YOU earnings call for the period ending December 31, 2021.",0.265527,Somewhat-Bullish,188.83,186.02,189.62,185.2,3576831.0,58459.0,186.92049
